;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;E_batt;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;cd;cd_phev;Em_elBatt;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_battSet;C_fcSet;CF;w_h2;w_synth;s_ren
83;0.4237;89.1175;27192.6854;0.149;69.6841;1923878.4488;15.8436;33.4178;0.0;0.0;93.2791;0.0;410.2647;557.7423;0.0;65.2863;870.8429;10.1075;9794.5798;2.4159;0.2974;111.5479;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
84;0.5144;103.9242;28346.2037;0.1892;80.5314;2038843.2073;15.9587;42.1403;0.0;0.0;93.5566;0.0;472.1089;592.9602;0.0;59.3881;874.5891;10.262;8493.1765;2.0549;0.3757;115.8322;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
85;0.3615;99.5331;27316.6258;0.1619;85.3868;1935633.3328;15.8745;37.0484;0.0;0.0;94.1704;0.0;506.5297;558.3436;0.0;51.1122;871.1433;11.7778;11617.5667;2.2325;0.3956;103.962;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
86;0.3565;90.3547;27317.6038;0.1321;73.6586;2032744.2434;16.3224;35.1023;0.0;0.0;95.2971;0.0;430.0499;597.7332;0.0;50.0903;868.0664;11.0234;11044.603;2.0875;0.2307;109.7536;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
87;0.4515;108.299;27778.0078;0.2041;90.4029;2009721.8967;16.1588;38.2562;0.0;0.0;94.0548;0.0;526.2039;581.1503;0.0;61.8038;892.0459;10.0641;11158.4154;1.7294;0.4832;112.7401;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
88;0.375;96.357;27910.944;0.1729;81.806;2009394.5132;15.3545;39.0629;0.0;0.0;94.9572;0.0;505.9146;587.9802;0.0;66.0109;857.3484;11.7085;11794.2447;2.3375;0.4728;113.815;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
89;0.4841;97.8121;27210.5711;0.1999;76.7731;2014512.0238;16.4072;36.7952;0.0;0.0;95.9232;0.0;448.8467;591.4546;0.0;59.2282;858.472;10.998;8706.2393;2.4021;0.4601;101.7951;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
90;0.5111;93.5595;27565.7563;0.2145;72.1849;1986862.9617;16.2529;35.4337;0.0;0.0;93.2254;0.0;414.0469;578.2085;0.0;60.0912;877.475;11.6049;8009.9159;1.9323;0.4314;115.7304;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
91;0.5276;95.4336;27675.1617;0.2325;74.1527;1996067.924;15.7513;41.4355;0.0;0.0;93.8436;0.0;441.7895;580.7266;0.0;62.0705;857.7204;10.7091;8758.5506;1.5516;0.4842;101.6076;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
92;0.534;112.2372;28531.6418;0.2341;91.3421;1987617.4564;16.2747;44.5602;0.0;0.0;95.6904;0.0;537.0643;563.7522;0.0;55.7068;898.3897;10.8761;8746.1266;1.567;0.4767;113.7033;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
93;0.4106;87.5243;28581.7541;0.1432;68.9168;1988904.2186;15.0049;47.5155;0.0;0.0;95.4727;0.0;438.5014;562.229;0.0;52.1018;892.589;11.822;9041.3884;2.292;0.2434;107.686;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
94;0.4764;111.5448;27003.2836;0.2088;91.9433;1977892.6881;15.9314;33.9929;0.0;0.0;93.6289;0.0;540.3511;577.9809;0.0;57.1281;867.9545;11.1855;9021.0797;1.9501;0.4687;104.0889;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
95;0.3918;90.3301;27901.0071;0.1812;75.6526;1944763.9929;15.1591;39.1996;0.0;0.0;95.5508;0.0;476.8534;563.2892;0.0;58.9949;854.7468;11.2164;11813.0345;1.903;0.4641;113.1646;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
96;0.5187;111.5254;27268.8493;0.1912;88.5011;1917356.5666;15.6771;34.7211;0.0;0.0;93.9836;0.0;530.5604;553.3675;0.0;55.1174;873.7062;10.3796;8022.9839;1.9692;0.3556;109.5544;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
97;0.4178;86.9235;28396.5532;0.2007;72.0332;1947295.0678;16.5192;45.8683;0.0;0.0;94.5632;0.0;412.35;553.6725;0.0;56.2248;869.3704;11.6963;11181.0266;1.7281;0.4606;107.5155;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
98;0.4312;91.8897;28263.233;0.1626;72.8707;2001172.6408;16.3102;43.2866;0.0;0.0;94.9929;0.0;424.4093;573.4393;0.0;53.426;887.9016;10.3666;10149.8776;2.3576;0.3551;110.848;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
99;0.4737;94.7419;27147.0136;0.2167;75.8402;1996507.9415;16.9681;34.5335;0.0;0.0;93.7604;0.0;419.0693;583.1397;0.0;52.6827;875.1332;10.4893;10069.89;1.5101;0.4344;106.6215;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
