;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;E_batt;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;cd;cd_phev;Em_elBatt;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_battSet;C_fcSet;CF;w_h2;w_synth;s_ren
157;1.1659;264.6789;76783.099;0.3045;234.9567;2649331.3397;1.5423;0.0;32.3958;60.3493;94.8876;0.0;434.0945;565.2574;0.0;0.0;862.8578;11.1383;8002.7141;2.6004;9.6334;190.9389;57.6589;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
158;0.8863;300.4465;75963.4775;0.2745;277.0844;2900544.5311;1.4875;0.0;32.4465;61.0928;94.2679;0.0;527.3205;567.2316;0.0;0.0;888.3875;11.5084;10788.2665;2.6591;9.8564;184.4592;43.6725;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
159;0.7628;196.4333;75778.4808;0.1998;174.5189;2949856.1377;1.0396;0.0;39.3221;71.815;95.0397;0.0;479.112;571.5663;0.0;0.0;875.7742;11.6548;11549.5761;2.7876;9.3957;174.0325;34.098;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
160;0.8801;269.9994;75755.136;0.2527;245.3199;2979879.878;1.4485;0.0;38.8735;78.3;93.1219;0.0;473.6111;554.2154;0.0;0.0;899.7441;11.2127;10768.4127;2.8761;9.2883;163.9441;31.216;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
161;0.9645;321.5878;76342.1523;0.2946;294.5452;3081982.8412;1.5728;0.0;40.5453;68.2263;94.2651;0.0;530.1334;584.169;0.0;0.0;880.2702;10.0334;11358.8162;2.3135;9.8804;195.1144;43.5274;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
162;0.9109;301.6005;76956.9006;0.2684;274.6489;3228157.2584;1.4674;0.0;46.2485;75.8394;95.0915;0.0;534.4742;587.6403;0.0;0.0;854.1091;11.0815;10808.6328;2.2772;9.1099;185.9;46.9017;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
163;0.9022;260.4553;75514.8225;0.2948;237.7848;2818369.6866;1.4603;0.0;35.7451;61.9736;95.6517;0.0;467.7248;584.5943;0.0;0.0;892.4624;11.2767;11024.3926;1.7353;9.2656;182.1329;35.4733;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
164;1.0214;196.7431;75416.7657;0.2536;169.4271;2682948.7985;1.0707;0.0;32.8581;63.3236;93.8181;0.0;445.8179;552.7722;0.0;0.0;860.3596;10.6559;9217.3184;1.6616;9.0016;198.8698;33.1533;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
165;0.995;271.4597;77004.4065;0.2761;244.1103;2929410.2291;1.5524;0.0;38.8002;79.6458;94.3739;0.0;445.6462;569.1553;0.0;0.0;861.0783;10.8229;9896.6694;2.8319;9.4333;189.9364;45.8734;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
166;0.8957;267.0163;76012.0241;0.2591;243.7015;2783682.1253;1.5239;0.0;37.4513;60.5864;94.4757;0.0;453.7093;592.0776;0.0;0.0;857.922;10.2781;11616.529;2.282;8.6034;192.4148;44.0326;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
167;1.0813;309.5086;77004.2831;0.2994;278.1379;3089616.8252;1.4611;0.0;44.326;68.399;94.734;0.0;541.5541;567.3649;0.0;0.0;874.7633;11.6059;8485.9698;1.8792;8.7754;177.5549;53.1217;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
168;0.9922;192.4283;76975.3458;0.2212;164.6855;2769942.6522;1.0547;0.0;33.4544;68.5084;94.8364;0.0;444.6899;563.5382;0.0;0.0;872.4171;11.7378;8506.1616;2.6879;8.9263;186.6998;53.5629;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
169;1.1072;270.6861;76786.0638;0.2613;236.9565;3061756.5804;1.3681;0.0;32.6815;79.4932;94.1306;0.0;489.5954;574.9568;0.0;0.0;863.2027;10.4184;8712.7971;2.9952;9.5309;179.5663;43.9701;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
170;0.9222;215.5666;75785.9606;0.2783;192.7561;2684807.3506;1.3602;0.0;45.0881;68.0913;94.1825;0.0;400.8033;560.9738;0.0;0.0;888.7036;10.9788;10720.6969;1.7212;9.022;183.2815;35.2381;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
171;0.8743;281.9426;76727.0;0.2645;257.3567;3093701.3607;1.4454;0.0;41.1741;73.5244;94.7504;0.0;506.6223;584.9532;0.0;0.0;883.401;10.9544;11486.9582;2.22;9.1727;162.177;46.2962;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
172;0.9161;251.1756;75800.1338;0.2362;223.1792;3121289.0725;1.2072;0.0;35.1193;72.0027;95.0934;0.0;527.9353;588.7;0.0;0.0;880.7959;10.8968;10231.3437;2.5679;9.464;168.2338;34.8293;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
173;0.996;294.9247;75812.4998;0.2783;267.7895;2866526.5856;1.457;0.0;30.1452;61.8665;93.1304;0.0;514.0215;567.9007;0.0;0.0;863.581;11.783;8965.3676;2.5031;9.2787;196.0502;40.7345;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
174;1.0314;315.0244;76175.8095;0.2719;283.7879;3133020.8148;1.5263;0.0;43.6586;68.5627;95.7677;0.0;534.723;596.4828;0.0;0.0;854.1751;10.6535;9414.7642;2.8998;9.2732;160.1803;41.4231;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
175;0.7656;242.5906;76978.6403;0.2131;220.8346;3031150.6361;1.1647;0.0;42.4214;67.3495;94.2598;0.0;536.7045;557.3166;0.0;0.0;881.2854;11.8953;11712.5667;2.6838;9.1509;170.2555;53.9535;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
176;0.9834;256.9983;76587.5796;0.3028;234.062;2580977.483;1.5933;0.0;36.8565;60.1356;94.0008;0.0;414.6873;550.6626;0.0;0.0;868.7643;11.8446;9500.3873;1.8961;8.6765;168.6452;54.5925;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
177;0.8338;220.5646;76608.4584;0.2079;196.3828;2959559.8574;1.0692;0.0;33.0134;62.745;93.3011;0.0;514.6205;594.0064;0.0;0.0;887.0693;11.624;10528.9211;2.5849;8.9403;169.1001;53.0585;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
178;0.9348;264.7801;77228.4357;0.2683;238.7272;3018901.9125;1.357;0.0;40.7363;77.0149;93.3406;0.0;493.1152;553.3471;0.0;0.0;854.5507;11.5984;9990.668;2.5505;9.9949;176.5838;50.4409;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
179;0.8712;239.0274;76693.3896;0.2924;218.3195;2743783.2577;1.4246;0.0;30.7413;70.1215;95.8789;0.0;441.2435;554.3859;0.0;0.0;856.97;11.2012;11829.0328;1.6359;9.3565;186.9736;48.5939;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
180;0.9293;250.6462;76498.1457;0.2648;226.6874;2758177.2304;1.4827;0.0;45.7916;60.5175;94.6416;0.0;434.5221;585.3921;0.0;0.0;891.2375;11.5526;9964.9802;2.8064;9.3056;191.5941;51.0796;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
181;1.2662;291.5826;77026.2097;0.3442;258.3068;2780087.2601;1.5499;0.0;32.6414;64.9338;94.2801;0.0;471.8544;553.8695;0.0;0.0;897.5041;10.3904;8040.7723;1.5982;9.0811;160.941;57.9063;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
182;0.9239;301.722;76979.9512;0.2684;274.0087;3254807.2031;1.441;0.0;36.7455;76.6373;95.7645;0.0;546.8406;589.5497;0.0;0.0;877.4849;11.2864;10405.96;2.1536;8.9112;190.8338;47.5416;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
183;0.8673;239.4627;77329.2612;0.2675;217.8869;2781507.0084;1.455;0.0;44.4278;66.1081;95.7409;0.0;430.5479;580.8239;0.0;0.0;855.8003;11.2317;11478.0682;1.9255;8.6823;175.7542;59.9159;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
184;0.9321;238.025;75579.5741;0.2831;212.8378;2933334.3244;1.2682;0.0;48.612;66.5908;94.5382;0.0;476.4574;580.4091;0.0;0.0;881.5386;11.8666;9814.1975;1.6282;9.2462;169.7796;32.9391;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
185;1.1295;211.4129;77590.2249;0.2357;176.7695;3007340.3311;1.0235;0.0;40.9176;74.4193;94.1705;0.0;488.4162;568.5368;0.0;0.0;864.356;10.3127;8417.63;2.4779;9.7898;172.1719;57.1415;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
186;1.0521;286.9802;75828.1994;0.3054;256.7558;3069388.9232;1.5212;0.0;42.9162;77.403;95.8998;0.0;486.0797;579.4816;0.0;0.0;859.0357;10.1277;10027.3092;1.7576;9.0507;195.8396;31.4718;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
187;0.9927;257.1318;76542.4575;0.3025;230.9166;2907259.7014;1.5545;0.0;42.1679;78.8404;95.6379;0.0;426.6289;583.1801;0.0;0.0;879.9633;11.3506;9770.3979;1.7759;8.6864;196.4804;40.0182;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
188;1.1742;223.5557;77121.9296;0.2419;190.4237;2740702.7266;1.2469;0.0;30.5288;69.7705;95.6258;0.0;438.5512;558.6976;0.0;0.0;852.5647;10.1098;8182.2498;2.8618;8.7824;177.0653;55.1767;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
189;0.9588;197.4314;76863.9318;0.2319;169.9105;2909918.7088;1.0923;0.0;35.3276;78.0236;94.7803;0.0;442.7435;574.8029;0.0;0.0;897.8464;10.1393;10428.2197;1.7895;8.609;174.3156;45.6478;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
190;0.9628;183.903;77498.0897;0.2405;157.3705;2846601.6724;1.008;0.0;31.5492;77.8528;93.4277;0.0;438.0202;564.0172;0.0;0.0;859.8878;11.0665;9694.7802;1.8997;9.7901;164.0037;54.3991;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
191;1.1369;270.9638;77375.0411;0.3291;239.1295;3049120.961;1.5066;0.0;48.9242;78.7522;94.8256;0.0;451.9772;598.9248;0.0;0.0;884.8671;11.4792;8343.8817;1.9614;9.9307;164.1161;50.7652;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
192;0.9739;239.8188;77524.5922;0.2866;215.2695;2768912.8719;1.4866;0.0;34.0262;76.6785;93.3954;0.0;406.1342;573.3608;0.0;0.0;883.9915;11.9443;9442.9931;2.3508;9.4678;196.934;54.7814;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
193;0.9281;218.8692;76113.8193;0.2396;191.7957;2993080.7522;1.1445;0.0;48.6776;71.9785;94.0058;0.0;473.0789;580.8906;0.0;0.0;885.2911;10.0816;10965.9309;2.252;9.9549;179.8072;37.6184;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
194;0.9891;210.5017;76346.961;0.2272;182.3079;2825173.6072;1.0669;0.0;35.587;66.1785;93.8043;0.0;481.3492;551.1159;0.0;0.0;892.0567;11.2178;8932.7235;2.7582;9.647;170.0559;46.0707;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
195;1.1678;336.877;77055.6191;0.3127;300.2681;3298880.5151;1.5915;0.0;46.7242;78.143;95.3076;0.0;539.9901;589.6614;0.0;0.0;898.6529;10.5447;8545.6612;2.3513;9.5944;194.0075;46.5432;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
196;0.8285;212.2667;76789.0869;0.2414;191.4609;2721255.3;1.266;0.0;33.6534;66.8594;95.9041;0.0;435.5514;562.5415;0.0;0.0;856.6825;11.9841;10913.9319;2.5771;9.6077;196.7179;51.8742;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
197;1.1256;331.2944;75696.3052;0.3196;298.0179;3125183.9665;1.5676;0.0;40.8502;68.6254;94.6465;0.0;540.3404;589.9772;0.0;0.0;856.4983;10.4408;8995.0543;1.6176;8.5566;176.9539;34.2608;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
198;1.1349;236.1509;75788.1264;0.245;202.5368;2862792.8379;1.1535;0.0;32.3219;60.9248;94.2468;0.0;496.9455;586.6838;0.0;0.0;852.9691;10.2619;8299.2927;2.4085;9.0467;188.8068;40.8376;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
199;0.8846;239.4112;76106.6803;0.2542;215.9754;2829309.0838;1.3953;0.0;40.245;69.1001;95.4765;0.0;443.8017;578.2736;0.0;0.0;853.928;11.1887;10790.0043;2.3361;8.9764;165.4449;40.2944;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
