;FE;E_batt;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;cd;cd_phev;Em_elBatt;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_battSet;C_fcSet;CF;w_h2;w_synth;s_ren
144;1.1578;0.0;47.9252;64.1604;93.2298;0.0;511.6735;586.0749;0.0;0.0;898.6671;11.5305;8061.646;1.9912;8.809;110.7015;54.5;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
145;1.0988;0.0;37.5289;60.3998;93.8;0.0;452.046;580.306;0.0;0.0;897.4039;11.2044;8820.9985;1.5767;9.1783;115.2566;30.7888;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
146;1.4945;0.0;47.5954;78.0444;94.3389;0.0;477.3341;552.4228;0.0;0.0;885.6383;11.9864;11628.71;2.7538;8.5487;107.5026;30.5399;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
147;1.0374;0.0;49.3031;66.4271;95.4224;0.0;428.3582;587.9269;0.0;0.0;886.4268;10.5036;8617.1971;2.7095;8.5427;119.3414;38.374;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
148;1.2134;0.0;40.2273;71.2368;93.3612;0.0;501.161;595.2529;0.0;0.0;896.0867;11.9109;11549.1119;1.8299;9.7999;106.6909;50.8882;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
149;1.1972;0.0;41.4711;71.4967;95.5809;0.0;467.8568;563.944;0.0;0.0;891.4914;10.5452;9584.0344;1.8447;9.4169;116.5505;49.0825;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
150;1.5174;0.0;38.6421;79.1463;93.3553;0.0;509.2522;592.1371;0.0;0.0;890.6867;10.6642;10082.7904;2.847;9.8195;115.9847;41.4213;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
151;1.1669;0.0;41.9316;63.172;95.2064;0.0;409.9307;567.6042;0.0;0.0;896.2676;10.6992;11182.8018;2.2208;8.5299;109.6887;37.6915;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
152;1.2544;0.0;43.4939;70.8043;93.2741;0.0;410.5431;572.5283;0.0;0.0;893.0411;10.7384;11667.9061;1.7745;9.0744;109.5137;48.7314;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
153;1.0707;0.0;45.2733;76.5274;95.8116;0.0;420.8098;561.5425;0.0;0.0;855.8814;11.3948;10882.1068;2.2081;8.7605;101.0513;46.2716;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
154;1.4247;0.0;43.1806;67.9192;93.1598;0.0;429.8775;573.0198;0.0;0.0;874.5243;10.2725;10418.8917;1.8054;9.9175;105.6245;36.9166;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
155;1.4851;0.0;42.2994;65.7755;95.0036;0.0;470.4482;585.7298;0.0;0.0;868.976;11.4404;8557.4355;1.9161;8.6029;118.6279;41.6428;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
156;1.1316;0.0;46.4112;69.0859;93.5546;0.0;479.1756;595.6719;0.0;0.0;895.8033;10.4965;8001.2958;2.5106;9.1554;114.1893;34.9339;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
157;1.481;0.0;34.2856;74.1287;95.1434;0.0;472.903;560.6517;0.0;0.0;852.5986;11.7149;10513.1869;1.9747;9.6565;118.7023;58.8523;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
158;1.378;0.0;36.4224;61.8291;94.789;0.0;436.8293;564.1695;0.0;0.0;872.3203;11.5621;11459.1415;2.963;9.5945;109.4856;38.9863;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
159;1.1874;0.0;43.3433;79.4606;93.6923;0.0;416.136;552.3005;0.0;0.0;883.4319;11.3656;8039.4682;2.0524;9.2238;107.967;39.7452;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
160;1.1329;0.0;47.6282;73.0179;93.3497;0.0;415.2028;556.2298;0.0;0.0;891.3104;11.9645;9798.5046;1.8982;8.8173;115.2299;47.4745;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
161;1.0106;0.0;46.0812;73.8542;94.2357;0.0;402.0048;579.1189;0.0;0.0;869.8437;11.295;9225.2252;2.3321;8.9288;105.9596;44.9792;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
162;1.2899;0.0;46.8606;63.3781;93.0446;0.0;500.3677;594.2752;0.0;0.0;864.1694;11.182;11562.7109;2.8585;8.8455;102.4881;33.3021;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
163;1.5383;0.0;39.3879;70.4691;94.8827;0.0;438.3348;588.5048;0.0;0.0;894.8098;11.0743;8954.2484;2.6196;9.4295;115.1076;35.7641;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
164;1.1303;0.0;45.7542;74.7227;95.1138;0.0;510.2053;582.2483;0.0;0.0;871.7751;10.0613;9521.6777;2.0338;9.0922;107.6632;42.7867;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
165;1.0825;0.0;31.7131;73.6327;95.3209;0.0;527.5431;573.5539;0.0;0.0;872.0875;10.8714;9657.0226;1.8837;8.9758;110.3849;48.8073;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
166;1.2187;0.0;40.6019;74.4951;93.7689;0.0;525.6251;562.2604;0.0;0.0;880.2091;10.9027;9195.3596;2.2417;9.9132;111.1099;46.0226;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
167;1.3031;0.0;34.9393;67.7148;94.5006;0.0;402.7144;569.5213;0.0;0.0;852.0829;11.1393;9893.5476;1.7684;9.3856;108.9518;34.1262;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
168;1.1418;0.0;45.5299;73.3209;95.2553;0.0;460.3384;564.5782;0.0;0.0;857.9427;10.493;9111.8233;1.9534;8.8047;118.941;40.595;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
169;1.4655;0.0;46.036;62.4217;95.515;0.0;484.7795;578.4855;0.0;0.0;851.452;10.3299;11449.3592;1.5063;8.9067;104.906;47.603;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
170;1.3675;0.0;34.8744;74.6645;95.2323;0.0;461.359;573.8952;0.0;0.0;870.949;10.5254;10722.868;2.6047;9.6529;104.4779;46.4543;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
171;1.4726;0.0;42.1217;75.4827;93.1991;0.0;426.9859;551.0395;0.0;0.0;885.2208;11.3181;8510.4823;2.1638;9.6221;113.9834;36.2395;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
172;1.2172;0.0;45.1062;76.5964;94.6469;0.0;519.955;576.8461;0.0;0.0;865.4128;11.5392;9977.7614;1.609;9.6065;118.0275;58.6608;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
173;1.4799;0.0;33.6503;64.4866;95.2622;0.0;462.214;560.5219;0.0;0.0;887.2978;10.2467;10039.3051;1.7943;9.4525;111.0808;38.9182;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
174;1.0872;0.0;34.3045;71.1991;93.0291;0.0;414.4268;587.3056;0.0;0.0;866.1825;10.5743;11788.7315;2.3353;9.3413;116.0937;47.7306;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
175;1.4816;0.0;39.2439;76.9073;95.864;0.0;484.6098;589.4346;0.0;0.0;888.6582;10.0118;9777.6169;2.0216;9.7666;103.9981;41.1316;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
176;1.5884;0.0;32.5278;76.7866;95.5693;0.0;542.5418;598.1238;0.0;0.0;898.3544;11.7798;10324.431;2.8257;9.1924;108.0434;31.6096;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
177;1.0267;0.0;47.1536;75.45;95.6722;0.0;497.7891;555.8466;0.0;0.0;856.8532;10.219;9930.0915;2.6375;9.6349;105.8043;37.5202;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
178;1.2425;0.0;34.4674;68.5051;93.5259;0.0;483.0729;576.8928;0.0;0.0;868.3911;11.0098;8881.2385;2.2899;8.8327;114.8103;33.1038;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
179;1.1448;0.0;41.9617;77.6133;94.0007;0.0;489.4741;558.0675;0.0;0.0;862.7286;11.1415;9313.0747;1.5077;9.3986;113.0555;57.45;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
180;1.4957;0.0;42.3783;63.6451;93.6787;0.0;418.9048;575.5178;0.0;0.0;875.4589;10.1523;10913.9043;1.9096;9.959;118.5227;43.4572;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
181;1.3966;0.0;48.0225;63.0277;93.0776;0.0;454.7251;578.5635;0.0;0.0;861.801;10.5403;9250.2036;1.6716;9.6398;114.4006;32.5627;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
182;1.0409;0.0;37.6575;68.3218;95.3101;0.0;489.6429;596.3245;0.0;0.0;892.5833;11.0563;10899.4399;2.9397;9.1191;111.6749;42.6059;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
183;1.4999;0.0;36.1907;64.5239;95.5766;0.0;411.8424;559.3032;0.0;0.0;861.532;10.1286;8376.327;1.6309;9.0639;119.9703;32.8036;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
184;1.5574;0.0;47.4592;79.4145;93.2578;0.0;453.4195;574.8881;0.0;0.0;895.0996;11.0374;10368.7928;1.5474;9.5539;103.7103;33.7447;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
185;1.1245;0.0;36.7081;77.1292;94.3113;0.0;479.8254;577.6661;0.0;0.0;863.0223;11.9485;8266.7479;2.8209;9.4574;116.682;35.0353;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
186;1.2358;0.0;39.9547;62.8148;95.6808;0.0;435.2273;594.4548;0.0;0.0;882.3078;11.2204;10542.0692;1.6859;8.8812;105.265;56.8481;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
187;1.1733;0.0;30.1069;60.7335;94.497;0.0;475.7329;588.2254;0.0;0.0;863.5113;11.4648;11963.2605;1.7563;9.7266;100.5228;52.8989;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
188;1.0633;0.0;30.3468;76.4519;94.6775;0.0;464.7297;553.1938;0.0;0.0;899.4493;11.3543;10813.55;2.6141;9.4038;100.0363;41.95;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
189;1.3928;0.0;37.1266;77.4573;95.9464;0.0;436.4241;599.9497;0.0;0.0;898.9855;10.9757;11151.0295;1.8107;9.6895;119.5839;31.0209;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
190;1.2244;0.0;43.6653;79.6229;94.3884;0.0;541.9191;566.1154;0.0;0.0;898.0665;10.0737;8766.9951;2.9457;8.6744;101.5428;37.3623;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
191;1.4516;0.0;48.856;64.0428;94.9798;0.0;515.7587;591.9118;0.0;0.0;859.5757;10.5114;8433.815;2.8382;8.7739;105.6732;45.6631;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
192;1.0473;0.0;42.9931;77.5418;93.371;0.0;433.0484;592.4881;0.0;0.0;861.7053;11.9518;10205.9235;2.3844;8.9771;117.1923;53.662;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
193;1.4469;0.0;37.5521;63.5128;95.7999;0.0;417.8803;594.572;0.0;0.0;871.699;10.5988;8941.2467;1.6615;8.5555;102.9025;35.9538;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
194;1.4972;0.0;31.9746;66.5644;94.6296;0.0;482.8027;565.2565;0.0;0.0;896.3966;11.6015;10490.5147;2.9481;9.0996;113.2999;32.7584;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
195;1.5012;0.0;31.0921;60.9468;94.0838;0.0;427.8022;592.6758;0.0;0.0;899.5102;11.6166;8816.263;1.6161;9.443;107.3703;45.4013;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
196;1.4224;0.0;47.9581;75.6941;94.9425;0.0;518.3738;598.9337;0.0;0.0;885.0749;10.3927;9956.255;2.531;9.7254;110.4475;49.405;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
197;1.5868;0.0;45.8442;61.5074;94.6059;0.0;501.2906;584.5906;0.0;0.0;854.3575;11.5417;11527.3049;1.532;8.7125;107.2972;44.2458;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
198;1.0165;0.0;38.2314;60.6096;95.1671;0.0;517.1266;589.6269;0.0;0.0;860.8798;11.7733;9066.6854;1.5516;9.2738;107.3438;36.5313;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
199;1.4921;0.0;49.4596;68.3515;94.64;0.0;549.5644;584.9825;0.0;0.0;869.3593;11.289;10840.7218;2.609;9.7388;114.8745;56.5815;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
200;18.9875;40.0745;0.0;0.0;77.2757;0.0;462.4198;562.1501;0.0;0.6845;887.0942;10.9887;8324.7513;2.7932;0.7064;104.8263;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
201;15.9845;44.3063;0.0;0.0;75.1102;0.0;535.7128;560.1482;0.0;0.6391;886.5016;11.297;11042.762;2.7342;0.8393;110.6932;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
202;15.3467;47.2596;0.0;0.0;73.1845;0.0;520.1109;584.0967;0.0;0.5604;889.3127;10.1021;11572.8461;2.8428;0.8409;107.003;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
203;17.6201;44.9173;0.0;0.0;76.4236;0.0;522.9671;572.764;0.0;0.6422;858.6236;10.891;10040.9272;2.0403;0.7791;103.1269;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
204;17.4578;45.4745;0.0;0.0;79.6278;0.0;428.8148;559.7362;0.0;0.69;858.8544;10.8614;11952.2291;1.5569;0.6623;108.9338;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
205;14.9576;33.5181;0.0;0.0;70.8597;0.0;443.3897;576.5232;0.0;0.5409;895.1616;11.4464;11119.1755;1.9594;0.8808;117.0794;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
206;14.7303;46.3871;0.0;0.0;71.3854;0.0;421.4182;582.6317;0.0;0.5354;869.4028;11.7498;11305.2529;2.7969;0.9276;114.0357;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
207;16.4858;36.7536;0.0;0.0;76.0341;0.0;506.2109;573.3877;0.0;0.6285;898.5262;11.5156;11596.3821;2.8964;0.6809;100.6908;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
208;15.6816;36.0792;0.0;0.0;71.1851;0.0;430.2259;559.6156;0.0;0.5572;868.1013;10.4456;11395.2895;2.5024;0.9952;103.4346;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
209;16.1862;35.4925;0.0;0.0;73.2451;0.0;441.2334;585.2583;0.0;0.5727;868.7367;10.4298;10461.0217;1.9042;0.8701;100.4359;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
210;17.4197;32.1274;0.0;0.0;78.9876;0.0;409.2997;581.101;0.0;0.6939;880.9261;10.6268;8154.8459;2.1861;0.6417;119.94;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
211;16.3764;33.2682;0.0;0.0;72.8661;0.0;495.3939;562.6516;0.0;0.5578;879.368;11.8925;8621.5315;2.6554;1.0003;112.976;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
212;15.3868;33.7787;0.0;0.0;70.7142;0.0;452.6568;597.6118;0.0;0.5338;893.8636;10.5761;8707.242;2.0;0.9793;118.0783;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
213;18.5943;37.6177;0.0;0.0;78.0154;0.0;511.1756;594.2243;0.0;0.6607;850.4179;10.19;9818.2696;2.5344;0.7537;108.7494;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
214;15.8663;34.3701;0.0;0.0;76.8691;0.0;543.4707;593.2348;0.0;0.6513;882.8858;10.6066;9574.8757;2.9824;0.7836;117.812;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
215;16.2882;39.8608;0.0;0.0;74.4765;0.0;429.5441;590.2822;0.0;0.5935;869.1377;10.9448;10382.7818;1.563;0.9859;100.177;0.0;42.39;1.656;1.174;2.41;2.38;0.0;0.0;0.0;9.43;33.62;24.69;0.0;0.0;0.0;680.5;1395.0;30366.0;0.0;10.0;0.0;150.0;0.0;1.0;1.0;1.0;3000.0
