;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;L (years);D (km);r (%);Em_elFC;Em_elVC;Em_elBatt;C_fuel;cd_phev (%);fe_phev_cd (%);fe_phev_cs (%);c_phev_el;c_phev_synth;E_battPHEV;E_batt;P_batt;P_fc;C3;C5;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number
706;0.3279;507.3079;24302.0;0.1805;492.9002;2374926.4807;5.2024;16.0157;10292.2477;7.9745;354.599;580.6758;874.0103;1.6086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.4146;213.2241;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;707
707;0.3117;664.189;24302.0;0.1813;651.333;2395683.9687;6.155;16.0348;11621.3914;7.1166;372.7158;585.7615;882.4483;1.4794;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.8368;489.2114;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;708
708;0.3801;482.5152;24302.0;0.2418;470.7238;2072098.253;5.6163;16.0706;10934.78;7.8533;303.4026;506.4812;835.578;2.5355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.8322;351.9686;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;709
709;0.4428;461.437;24302.0;0.3001;447.4155;2387371.0962;6.6778;16.3471;10415.5686;7.8853;247.7071;583.7248;779.5665;2.8514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.5407;100.6949;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;710
710;0.3834;631.3479;24302.0;0.2349;618.469;2107923.5622;6.8754;15.5754;10508.4251;7.0035;343.3203;515.2586;794.6209;1.8954;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.3152;206.9135;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;711
711;0.4385;500.7985;24302.0;0.2944;488.289;2109994.1275;6.3936;15.589;10819.8626;7.8692;287.5324;515.7659;789.7814;2.9441;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.4322;130.4892;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;712
712;0.4338;664.4596;24302.0;0.2914;650.8571;2322186.0453;6.0813;16.9281;10084.8172;7.9529;399.8722;567.7541;852.5863;2.9688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.9638;386.4819;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;713
713;0.4289;496.8636;24302.0;0.2832;483.5547;2219704.2901;6.2043;16.5118;10100.8925;7.7344;296.0311;542.6455;702.7887;2.7819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.6828;276.8978;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;714
714;0.3284;550.1464;24302.0;0.1835;536.0255;2368035.2086;5.3009;15.8495;10580.593;7.5892;358.421;578.9874;802.5974;1.6494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.854;409.9989;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;715
715;0.3098;519.4183;24302.0;0.1848;508.7648;2071026.4406;6.0609;16.7626;11597.205;7.9373;293.6585;506.2186;808.7923;1.5833;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.2352;328.8101;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;716
716;0.3705;340.6447;24302.0;0.234;328.3594;2187001.359;5.7234;16.6219;10709.8312;7.1105;209.9532;534.6331;734.2132;2.297;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.2781;109.6795;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;717
717;0.4447;465.0925;24302.0;0.2967;451.7071;2197210.515;6.2392;15.5979;10523.8468;7.3497;275.751;537.1344;895.8154;2.9826;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.3759;31.6067;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;718
718;0.3938;411.4763;24302.0;0.255;399.7041;2060609.1261;5.2901;16.6424;10517.7265;7.1833;273.437;503.6663;837.3287;2.8124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.1011;196.562;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;719
719;0.4402;628.8323;24302.0;0.2876;615.4551;2130141.0171;6.517;15.8566;10042.316;7.2062;352.7518;520.702;709.4007;2.6672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2052;391.9601;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;720
720;0.3407;490.0729;24302.0;0.1961;475.8305;2393678.7081;5.6911;15.252;11019.2976;7.5259;319.519;585.2702;717.6061;1.7819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2732;174.1707;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;721
721;0.3314;486.0994;24302.0;0.1904;473.5703;2160186.4575;5.5547;16.3262;10560.5394;7.8335;301.0732;528.0633;732.06;1.6948;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.7807;361.9697;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;722
722;0.3495;505.6139;24302.0;0.2163;493.2682;2252908.4343;5.6737;15.7265;11603.6997;7.9395;309.0925;550.7807;857.9343;2.185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.4141;435.1672;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;723
723;0.3444;488.553;24302.0;0.2079;475.8106;2267871.7681;5.4971;15.7063;11331.6083;7.2164;313.5718;554.4468;795.0653;2.0548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.4898;479.7844;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;724
724;0.3772;452.8609;24302.0;0.2288;438.1659;2405747.4137;6.5214;15.0463;10880.5574;7.796;234.4291;588.2271;874.6923;1.9967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.2228;427.3581;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;725
725;0.4312;441.1667;24302.0;0.282;426.1176;2451007.6108;6.262;16.0881;10123.4521;7.0087;237.2573;599.3161;872.4029;2.6951;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.3705;459.0638;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;726
726;0.3738;505.6806;24302.0;0.2319;492.9422;2181466.7907;6.9803;15.1041;11338.0477;7.3186;262.2389;533.2771;796.1662;1.9256;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2324;336.7014;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;727
727;0.3176;706.1804;24302.0;0.1816;694.1329;2152728.2594;6.3269;15.3896;11610.835;7.4287;386.3427;526.236;878.2217;1.4534;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.4258;407.8117;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;728
728;0.3704;332.2957;24302.0;0.2319;320.1951;2123106.0747;5.6422;16.5069;10629.1652;7.4225;214.2517;518.9784;885.7087;2.3063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.5738;99.2636;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;729
729;0.2976;598.8484;24302.0;0.1664;585.6893;2436973.6437;5.4513;15.9541;11607.8843;7.998;375.215;595.8777;767.3753;1.4668;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0038;381.8873;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;730
730;0.357;387.093;24302.0;0.231;376.3011;2081570.6911;5.1472;16.6003;11619.1831;7.8341;271.4481;508.802;892.2332;2.6591;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.751;274.5287;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;731
731;0.318;483.9224;24302.0;0.178;471.9092;2085418.767;5.6596;15.9097;10911.1836;7.6683;300.8105;509.7448;740.9061;1.5044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.3402;96.8625;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;732
732;0.4243;440.1351;24302.0;0.2752;425.7344;2347867.095;6.425;16.2623;10025.5918;7.904;225.6107;574.0461;739.7462;2.5768;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.2301;429.0161;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;733
733;0.381;491.9644;24302.0;0.251;479.7874;2276158.5187;5.9418;16.1514;11573.1707;7.113;297.5842;556.4771;752.5534;2.5546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.6048;158.2758;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;734
734;0.3993;662.3421;24302.0;0.2443;648.2473;2209875.1254;5.9747;15.2144;10305.1208;7.4577;396.1817;540.2373;798.1368;2.3217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.5681;301.5402;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;735
735;0.3515;465.9983;24302.0;0.2117;453.4749;2176742.0;6.9742;15.2553;11393.6719;7.5029;234.2371;532.1195;759.115;1.6847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.3985;93.5776;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;736
736;0.3307;511.9345;24302.0;0.1857;498.2282;2296979.6787;5.431;15.8466;10575.4762;7.6365;338.4299;561.5784;846.9932;1.6472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.3548;322.9104;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;737
737;0.3376;541.6195;24302.0;0.2038;529.5861;2185524.2496;6.125;15.6254;11623.4906;7.3106;323.475;534.2712;838.4323;1.8175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.4429;8.9657;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;738
738;0.3267;370.4497;24302.0;0.1935;357.5038;2362463.4983;6.4473;16.6345;10970.3735;7.2878;202.3839;577.6223;705.4381;1.5229;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.229;354.4226;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;739
739;0.3752;498.566;24302.0;0.2391;485.0985;2405040.8992;6.1171;16.9473;10537.3915;7.9998;302.4124;588.054;868.4892;2.2498;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2023;169.572;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;740
740;0.4201;648.1943;24302.0;0.2728;634.8098;2208109.8594;6.5645;15.1848;10864.4309;7.3402;345.0382;539.8048;731.3452;2.5503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.5717;484.4665;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;741
741;0.3908;420.6462;24302.0;0.2394;405.4026;2446791.38;5.3654;15.7931;10163.4668;7.862;280.3499;598.2831;896.1597;2.5102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.6818;110.9861;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;742
742;0.305;365.4601;24302.0;0.1752;354.4775;2056628.4001;5.9552;16.3156;11477.4961;7.9328;215.81;502.691;877.9035;1.4571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.4164;440.3052;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;743
743;0.3941;537.7306;24302.0;0.2567;525.3652;2187547.469;5.6879;16.9933;10410.5119;7.6869;344.3694;534.7669;805.891;2.6607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.3424;426.4971;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;744
744;0.328;450.7547;24302.0;0.197;438.2748;2314671.522;5.1813;16.9013;10973.8113;7.2241;299.2332;565.913;763.0476;1.9507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.9022;368.0416;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;745
745;0.32;672.0808;24302.0;0.1947;659.8898;2363862.6503;6.3895;16.3137;11885.8769;7.2278;387.9242;577.9651;888.6235;1.6382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.8358;62.3207;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;746
746;0.4025;420.6341;24302.0;0.2608;407.3257;2281731.0453;6.9003;16.1087;10643.3665;7.6286;211.0917;557.8424;759.4771;2.2665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.3617;383.245;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;747
747;0.3544;541.5378;24302.0;0.2311;530.5241;2171609.0553;6.7553;16.8579;11696.1889;7.377;285.3203;530.8619;746.7194;2.0137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.4023;227.7809;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;748
748;0.312;402.5513;24302.0;0.188;391.126;2238566.719;6.4531;16.7806;11675.9487;7.6415;204.4344;547.2669;778.5906;1.5281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.6089;495.46;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;749
749;0.421;530.9038;24302.0;0.2794;518.615;2108557.4254;6.6534;16.0072;10719.1603;7.7451;284.5425;515.4139;875.0541;2.6128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.4398;367.4013;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;750
750;0.3876;657.0002;24302.0;0.2332;643.6751;2097401.7603;6.0003;15.6893;10032.46;7.9148;385.0778;512.6807;855.4395;2.1386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.8651;306.5439;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;751
751;0.3852;486.762;24302.0;0.2515;474.5063;2227526.5615;5.3812;16.2124;11210.8702;7.1485;335.9449;544.562;827.1746;2.7904;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.6016;80.5861;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;752
752;0.4217;577.4969;24302.0;0.2745;564.7605;2103155.9154;5.8448;15.3721;10742.1684;7.9969;349.9017;514.0905;800.9026;2.9182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.1586;35.0183;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;753
753;0.3553;489.8161;24302.0;0.21;475.1907;2445704.874;5.4139;15.3343;10905.1112;7.3123;337.4397;598.0169;831.2563;2.0751;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.8801;55.5497;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;754
754;0.4025;468.8944;24302.0;0.2583;456.2216;2135072.7419;6.4492;16.0975;10466.0621;7.0812;277.7733;521.9103;722.3559;2.3384;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.9875;67.459;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;755
755;0.4175;655.211;24302.0;0.2887;643.9686;2121428.5618;6.2487;16.8723;11183.9224;7.1548;377.6247;518.5674;784.4103;2.9222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.199;394.9039;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;756
756;0.4042;585.2329;24302.0;0.2753;573.2325;2262424.1366;6.4794;16.6596;11316.5891;7.6049;337.7702;553.1121;865.0237;2.677;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2168;181.7821;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;757
757;0.3567;382.1345;24302.0;0.225;370.853;2081154.374;6.5556;15.9313;11579.4551;7.783;209.0412;508.7;816.0747;2.0006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.5328;86.8101;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;758
758;0.4186;619.689;24302.0;0.2748;607.2927;2095672.8199;6.5857;15.6989;10768.6661;7.0511;344.034;512.2571;782.7667;2.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.3651;424.3263;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;759
759;0.408;730.4938;24302.0;0.2703;717.1938;2347337.3111;6.7799;16.514;10687.3633;7.7421;391.9353;573.9163;793.0506;2.441;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.1501;280.5249;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;760
760;0.374;311.5778;24302.0;0.2428;299.9047;2162759.8685;5.1687;16.1176;11495.3815;7.1655;210.0127;528.6938;805.3917;2.794;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2786;421.9741;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;761
761;0.3363;739.8269;24302.0;0.1955;726.5252;2295251.1465;6.9951;15.0122;11494.2142;7.9687;387.5739;561.1549;743.0501;1.5012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.1246;422.995;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;762
762;0.3439;667.4531;24302.0;0.1936;653.275;2291763.4706;6.6436;15.8793;10179.3513;7.6074;348.7721;560.3004;772.7528;1.4069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.1638;237.8155;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;763
763;0.307;503.8424;24302.0;0.1808;492.4925;2186320.5581;5.1792;16.7726;11484.7782;7.0557;356.5553;534.4663;781.7156;1.731;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.4727;413.387;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;764
