TCO;LCE
0.5291;480.2596
0.4200;296.6631
0.4970;380.0437
0.4099;227.8807
0.4765;428.3612
0.4808;418.7548
0.4219;390.0995
0.4111;291.5862
0.4610;406.3877
0.4854;384.6231
0.5302;404.8622
0.4646;364.8223
0.4153;258.7318
0.4366;326.7487
0.5413;463.4090
0.4093;271.5211
0.4645;377.6340
0.4019;235.4528
0.4394;296.8679
0.4385;434.6465
0.4923;488.6494
0.3991;207.1412
0.4711;412.7655
0.5440;464.4686
0.5021;453.6684
0.4771;332.9272
0.4159;269.1787
0.4403;309.6631
0.4384;224.6490
0.4571;412.6724
0.5133;435.8565
0.4193;287.0773
0.4411;327.4967
0.4532;324.4251
0.4668;410.0990
0.4068;296.5145
0.4691;313.9868
0.4333;381.5628
0.4505;419.1461
0.4276;327.6828
0.4074;221.5987
0.4875;332.9083
0.4169;238.9709
0.3873;242.4959
0.4750;408.7258
0.4510;372.9709
0.3838;233.1499
0.4370;354.5793
0.5219;440.6264
0.4495;356.8381
0.4343;315.2094
0.4215;255.2945
0.5113;411.0337
0.4292;317.2298
0.4735;393.4805
0.3832;262.1774
0.5179;415.4765
0.4138;242.8550
0.4178;287.5370
0.4783;389.4659
0.4503;321.6317
0.4296;317.0902
0.3964;261.2362
0.5020;359.3458
0.4697;428.7971
0.3839;274.0073
0.4649;370.3929
0.4830;379.6775
0.4700;244.0191
0.4170;273.0887
0.4496;390.7422
0.5603;446.4940
0.4999;353.3528
0.4035;265.4472
0.4400;325.5360
0.4673;287.8932
0.4765;434.2995
0.4585;300.6586
0.4952;485.9188
0.4935;409.8994
0.4715;361.9878
0.4628;414.2749
0.5042;419.3728
0.5127;427.8564
0.4890;433.1619
0.4433;249.0790
0.4363;328.3890
0.5191;488.1072
0.4711;428.6263
0.4285;327.0032
0.4419;276.5744
0.4021;261.3548
0.3932;247.9767
0.5411;463.9465
0.4930;420.5072
0.4496;326.5559
0.3701;237.3438
0.4736;436.1963
0.5333;454.0037
0.4599;362.2671
0.4963;346.7947
0.4730;320.3392
0.3918;259.8148
0.4390;229.9785
0.6326;926.0480
0.6478;801.5261
0.6032;852.3354
0.5765;854.3637
0.6124;899.7432
0.6441;893.2164
0.6237;900.4635
0.6129;885.4373
0.5896;866.6086
0.5792;816.2205
0.6384;921.0279
0.5612;821.1227
0.6023;850.6502
0.5508;789.3591
0.6010;1005.7588
0.5701;867.7853
0.6237;845.1345
0.6381;897.7220
0.6515;917.6347
0.5857;822.6638
0.6037;901.8824
0.6278;871.8472
0.5677;783.1226
0.6051;982.1642
0.5571;941.4429
0.6030;817.0553
0.5880;801.8395
0.5928;802.1279
0.6220;903.5405
0.6166;834.8860
0.6506;864.0142
0.6096;992.0022
0.6297;866.4380
0.5550;764.2456
0.6042;875.0846
0.5560;811.9755
0.5836;831.6978
0.5832;876.2587
0.6238;975.4660
0.6172;855.2989
0.6640;900.1323
0.6363;964.7926
0.5744;809.9313
0.5822;822.3608
0.6035;872.3324
0.6329;927.7543
0.6500;952.2954
0.5397;786.2071
0.5637;811.2182
0.5474;807.5935
0.5588;761.4337
0.5936;834.7762
0.6435;904.9126
0.6163;891.6784
0.6107;1001.4452
0.6254;862.2988
0.5474;809.3004
0.6364;888.0832
0.5819;817.6897
0.6641;890.7295
0.5927;810.8973
0.6095;1016.8198
0.5531;794.9570
0.6176;790.1296
0.5635;855.5080
0.6225;882.5689
0.5749;835.0551
0.6016;822.9854
0.5798;820.7768
0.6192;898.6078
0.5843;839.1720
0.6002;877.8983
0.5787;926.4013
0.5843;862.2065
0.5666;810.0557
0.5482;818.6416
0.5538;825.1921
0.5255;820.6401
0.6366;885.8639
0.6316;743.5183
0.5863;835.4095
0.6161;817.6790
0.5611;840.9469
0.6449;968.7208
0.6541;982.3513
0.6328;916.8577
0.6087;825.9489
0.5965;830.7480
0.6291;892.6728
0.5820;888.9988
0.6048;872.3906
0.5987;860.2586
0.6271;976.4294
0.6117;860.7584
0.6364;872.1276
0.5503;843.7453
0.5785;987.0314
0.6529;941.3123
0.6133;897.5931
0.6092;862.3047
0.5935;771.7801
0.6355;846.2601
0.6203;845.3414
0.6673;991.3300
0.5534;849.4193
0.5957;873.2950
0.6279;996.9469
0.6047;938.6726
0.5893;793.2279
0.6828;937.7615
0.6552;944.1133
0.5527;794.8451
0.5620;788.9003
0.5648;766.0110
0.5752;858.0525
0.6438;940.1693
0.5569;860.5220
0.5576;836.0553
0.5783;818.6280
0.6394;920.2916
0.5535;822.8390
0.5763;826.7221
0.6065;790.0393
0.5979;868.2030
0.6274;920.1620
0.5864;808.6876
0.6724;1014.7347
0.5641;802.2299
0.5869;918.1090
0.6105;903.7080
0.6373;856.9927
0.5653;809.0711
0.5914;881.0094
0.5670;838.6816
0.5885;938.4692
0.5428;774.3959
0.6353;863.3994
0.5846;798.1736
0.5234;787.1586
0.6398;825.3896
0.6005;908.9684
0.6172;869.6894
0.6099;898.3200
0.6191;853.4019
0.5857;788.8024
0.6312;947.1306
0.6182;884.5282
0.6368;1016.6191
0.6132;838.5580
0.6151;936.2062
0.5762;822.8175
0.5816;741.5745
0.5584;863.6753
0.5499;809.7903
0.5782;957.9412
0.6205;894.3857
0.6041;943.0814
0.6075;863.7221
0.5976;826.3518
0.5756;808.0193
0.5546;788.5245
0.6138;803.0827
0.6014;856.2783
0.5776;853.7711
0.5946;878.0703
0.5868;859.1751
0.5738;811.3125
0.6145;862.5749
0.6453;850.7848
0.5992;797.7172
0.6267;960.7415
0.5849;983.6777
0.6610;936.1699
0.5430;777.3983
0.6322;923.1469
0.6139;938.2263
0.5874;766.2907
0.6151;915.5936
0.5973;858.5788
0.5952;791.3582
0.6200;969.4091
0.5947;913.0990
0.6124;814.0620
0.6231;820.5133
0.6074;808.2498
0.5883;801.5754
0.5665;875.6912
0.6273;962.7764
0.5838;790.6934
0.6119;929.1813
0.5906;796.9459
0.6974;913.2346
0.5722;782.5591
0.6537;858.2622
0.5589;810.9397
0.5851;819.2630
0.6048;893.2354
0.5338;836.7175
0.5737;835.4424
0.6209;861.6879
0.5966;773.8162
0.6089;897.1661
0.5928;801.1944
0.6385;922.2865
0.6235;832.5848
0.6152;885.1523
0.6175;873.9099
0.6310;839.1863
0.5974;840.6588
0.6176;826.1592
0.5897;820.0574
0.5921;842.0224
0.6233;990.9450
0.6002;963.6711
0.6180;920.4508
0.6506;965.1224
0.5884;862.3921
0.6090;924.6693
0.6474;871.6266
0.5766;799.6111
0.5734;874.9168
0.6233;944.9398
0.5949;886.1074
0.5470;802.5177
0.5526;844.4593
0.6366;927.8125
0.6346;953.8946
0.6105;919.9801
0.5744;832.5409
0.5710;906.3158
0.5764;843.6496
0.6750;940.3397
0.6269;1012.3798
0.6001;790.8933
0.5728;843.2960
0.6484;888.9905
0.5848;851.8761
0.5980;801.4562
0.6531;978.9009
0.6653;888.8050
0.6284;930.5487
0.5643;977.8528
0.6394;870.9337
0.5522;775.0061
0.5833;847.2719
0.5759;876.1650
0.5907;819.7016
0.5926;796.8763
0.6434;924.0556
0.6449;974.6809
0.5765;885.9218
0.6289;941.6530
0.6541;918.5243
0.5810;822.3793
0.6021;877.6816
0.5764;833.2861
0.5845;942.4093
0.6535;952.8388
0.5945;783.9050
0.5451;767.0429
0.5941;914.0047
0.5769;772.4302
0.5987;818.0152
0.5936;928.3067
0.6728;919.3115
0.6418;965.5104
0.5635;820.5165
0.6024;860.4366
0.5955;789.4759
0.5610;822.9532
0.5903;841.3162
0.5598;884.7361
0.6334;768.7558
0.6437;979.5837
0.5775;886.9137
0.5614;847.3937
0.6115;896.0797
0.5709;841.8622
0.5950;838.3128
0.6468;891.3201
0.6472;944.8768
0.6122;902.7257
0.6168;880.9059
0.5417;794.7569
0.5525;814.0193
0.5691;819.2476
0.5571;745.1118
0.6399;844.1416
0.6104;857.6207
0.5483;780.3793
0.6155;868.0324
0.5552;805.2043
0.5758;771.4788
0.5812;818.7068
0.5793;847.1166
0.5474;742.5172
0.5838;863.7388
0.5607;946.7082
0.6177;868.2553
0.6078;857.8024
0.5611;750.6906
0.6178;937.2802
0.6692;911.6630
0.6057;844.1401
0.5281;770.0522
0.6014;850.2571
0.5614;860.2384
0.5866;814.5481
0.5743;804.1133
0.6183;868.9916
0.5772;785.4449
0.5790;787.1515
0.6541;882.8841
0.6294;793.2505
0.5405;747.2553
0.6222;770.9928
0.5980;962.8248
0.5925;845.8283
0.6304;919.1257
0.6394;937.2175
0.6102;929.5921
0.5727;836.2109
0.5574;776.0301
0.5692;904.7014
0.6666;1008.0240
0.6000;858.5984
0.5554;737.0247
0.5991;807.8643
0.5210;803.0568
0.5854;758.4796
0.5404;838.5473
0.6065;813.8905
0.6120;1006.1036
0.6088;834.0869
0.6187;852.6169
0.6323;853.8925
0.6059;874.6692
0.5987;861.4887
0.6395;876.0652
0.5736;891.1032
0.6218;909.5494
0.5673;774.3045
0.5798;960.7166
0.6061;899.3494
0.5684;824.6961
0.6364;954.6334
0.6024;905.9386
0.5869;823.2181
0.6299;950.0566
0.6005;945.3240
0.6269;923.0611
0.5616;820.8220
0.6160;910.7519
0.5979;965.8024
0.5662;757.8339
0.5536;912.9839
0.6129;834.4784
0.6013;820.8403
0.5955;873.0527
0.5682;806.2893
0.6114;934.5996
0.6079;784.4141
0.5561;750.3153
0.6513;996.6701
0.5941;841.2948
0.6418;874.5320
0.6131;910.5632
0.5937;800.1025
0.6002;831.5590
0.6200;825.5122
0.5690;800.2212
0.6510;857.9013
0.5424;832.9695
0.5946;921.1409
0.5168;824.1799
0.5621;746.3528
0.5851;757.2356
0.5811;918.8772
0.6483;845.8985
0.6071;843.9735
0.5357;789.4727
0.6266;866.7464
0.5949;857.1839
0.6438;913.2558
0.5635;804.4851
0.5805;952.8567
0.6428;1004.3833
0.6038;954.7576
0.5751;852.2246
0.5744;833.1854
0.5976;854.8798
0.6129;885.6339
0.5546;834.1116
0.5846;835.3444
0.5661;756.9455
0.5622;828.1386
0.5866;821.6695
0.5352;732.5968
0.6144;837.7227
0.6089;841.2858
0.5509;814.4142
0.6161;909.4597
0.6489;915.4785
0.5632;823.9515
0.6122;846.1394
0.5617;827.8582
0.5808;913.2990
0.5768;815.7272
0.6086;844.4345
0.6598;843.9661
0.5977;765.6185
0.5939;958.1311
0.5778;880.5964
0.6053;935.8907
0.6622;958.4137
0.5601;787.4652
0.5674;876.4224
0.5360;763.3791
0.6739;1042.7056
0.6275;817.5817
0.5874;852.3888
0.6330;967.4772
0.5775;839.4792
0.6036;883.1991
0.5944;908.8225
0.5480;869.2681
0.5725;830.4548
0.6001;920.9042
0.6207;874.1362
0.6236;863.3320
0.5674;813.5170
0.6127;820.5515
0.5796;809.0721
0.5598;809.7959
0.6182;945.0115
0.6446;901.0751
0.5487;806.0045
0.6440;885.7200
0.5569;828.3260
0.5731;765.0118
0.6512;887.4347
0.6287;866.3434
0.6475;890.1826
0.6587;921.2037
0.5758;851.2618
0.5291;796.6808
0.6395;874.8306
0.5445;871.2313
0.6570;1011.7411
0.6259;954.0323
0.5618;775.9615
0.6408;891.8443
0.5907;852.0069
0.5917;781.9763
0.6145;897.0093
0.6487;988.6531
0.6405;928.5260
0.6139;778.1107
0.5624;880.6354
0.5969;809.5814
0.5932;865.1053
0.5256;833.0879
0.5978;843.4372
0.6387;952.5567
0.5937;862.2129
0.5792;795.5247
0.6353;924.5571
0.5911;811.1148
0.6356;869.0819
0.6081;830.5433
0.6149;841.5382
0.5981;917.9482
0.6256;968.7971
0.5497;878.7408
0.6685;878.1391
0.5896;933.9839
0.5582;895.1222
0.5930;805.1773
0.6356;890.4033
0.6089;892.7957
0.5578;816.3654
0.5867;899.1372
0.5787;787.0705
0.6250;910.6830
0.5730;777.8703
0.5787;813.3072
0.6168;876.2871
0.5651;811.8618
0.6316;921.6948
0.5531;839.9031
0.5461;845.3909
0.5961;824.8816
0.6357;977.4486
0.5900;868.1333
0.6038;855.7060
0.5882;869.1161
0.6552;917.4345
0.6158;908.1061
0.6357;946.5486
0.5293;776.5055
