;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;fe_phev_cd;fe_phev_cs;c_phev_el;c_phev_synth;E_batt;E_battEmptyPHEV;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;Em_elBatt;cd_phev;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number
152;0.3285;119.9896;34746.3364;0.1329;59.097;10815631.8236;15.7546;0.0;0.0;0.0;0.0;48.0584;0.0;0.0;0.0;93.2744;0.0;349.8814;586.0595;714.5482;0.1842;16.5475;10733.849;7.9044;0.4112;163.2667;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;153
153;0.3594;133.1307;40927.4797;0.1189;48.0354;14483726.3268;16.385;0.0;0.0;0.0;0.0;71.3023;0.0;0.0;0.0;93.9074;0.0;275.3056;560.7108;706.0318;0.0851;16.2655;10464.2384;7.7844;0.3096;196.7325;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;154
154;0.3443;109.9633;37242.67;0.1473;42.0356;12839076.9614;15.6276;0.0;0.0;0.0;0.0;60.7821;0.0;0.0;0.0;94.0388;0.0;252.9485;546.9941;716.1888;0.1753;16.979;11132.042;7.1104;0.4985;170.1598;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;155
155;0.354;159.517;42553.2861;0.1231;62.0998;17956423.8944;15.0794;0.0;0.0;0.0;0.0;78.8388;0.0;0.0;0.0;94.2851;0.0;388.2835;538.2018;822.315;0.4704;15.6723;11761.1867;7.3066;0.3962;198.548;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;156
156;0.3223;146.2171;41813.8918;0.0966;58.001;16342292.8063;15.3412;0.0;0.0;0.0;0.0;76.1161;0.0;0.0;0.0;95.3222;0.0;360.3878;537.6917;765.5983;0.7181;16.0116;11569.9215;7.5056;0.2342;195.9361;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;157
157;0.2854;120.1995;36920.4421;0.0936;50.3095;13453981.7282;16.5816;0.0;0.0;0.0;0.0;57.36;0.0;0.0;0.0;94.6776;0.0;287.2569;571.842;793.1445;0.5102;16.2312;11860.0012;7.4839;0.2083;174.6939;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;158
158;0.3143;139.3792;41499.4645;0.1053;44.4104;18857956.6902;16.3954;0.0;0.0;0.0;0.0;78.0994;0.0;0.0;0.0;95.1055;0.0;257.6136;577.0638;869.4295;0.6519;16.6697;11912.0361;7.1084;0.2705;186.9344;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;159
159;0.3178;117.0578;36674.2053;0.1072;51.3218;11445406.1356;16.1165;0.0;0.0;0.0;0.0;48.9913;0.0;0.0;0.0;94.0716;0.0;299.5641;517.0891;774.4598;0.4194;15.1144;11519.5957;7.5998;0.2809;199.509;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;160
160;0.3283;132.1208;37726.9721;0.1292;62.9328;13111144.4792;16.0562;0.0;0.0;0.0;0.0;63.531;0.0;0.0;0.0;94.6484;0.0;370.9773;556.9821;701.8328;0.1055;16.7627;11304.8735;7.7457;0.3982;170.4203;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;161
161;0.3345;117.23;36822.0526;0.1358;53.2108;11865463.8844;15.3763;0.0;0.0;0.0;0.0;50.2737;0.0;0.0;0.0;95.0879;0.0;329.0583;599.9811;764.3;0.9265;16.9568;10930.2467;7.5791;0.4409;197.3607;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;162
162;0.3613;136.9408;41077.3839;0.1085;35.3988;16496332.0972;15.2197;0.0;0.0;0.0;0.0;74.2605;0.0;0.0;0.0;93.3071;0.0;217.0184;579.5255;784.5653;0.9487;15.0703;10780.0247;7.0429;0.2759;190.9142;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;163
163;0.3433;148.1094;37948.3001;0.1238;57.2302;15712359.9448;16.218;0.0;0.0;0.0;0.0;68.226;0.0;0.0;0.0;93.184;0.0;328.8282;519.2653;816.408;0.4592;16.9344;10209.5527;7.2712;0.3259;161.9368;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;164
164;0.3385;130.8431;38807.4903;0.1402;46.7462;16458776.1909;15.1032;0.0;0.0;0.0;0.0;72.3028;0.0;0.0;0.0;93.7518;0.0;290.1727;525.3416;812.6608;0.713;16.5749;11807.7314;7.0704;0.4936;164.6892;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;165
165;0.3163;126.4573;36335.6231;0.1165;52.544;13440163.6348;15.5363;0.0;0.0;0.0;0.0;56.9869;0.0;0.0;0.0;95.4546;0.0;322.8291;559.8629;800.1533;0.3533;15.433;11782.3528;7.9582;0.3545;165.5753;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;166
166;0.3315;134.8301;34144.6152;0.1172;60.5375;11835466.1211;15.9404;0.0;0.0;0.0;0.0;43.2613;0.0;0.0;0.0;95.7592;0.0;363.6687;589.6457;882.0811;0.7604;15.7219;10132.9281;7.2879;0.2933;167.4618;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;167
167;0.3118;110.2578;34401.4612;0.1351;56.8142;10405094.8125;16.3639;0.0;0.0;0.0;0.0;43.6062;0.0;0.0;0.0;93.2249;0.0;323.6696;501.1726;775.7095;0.2918;16.8962;11522.8847;7.1276;0.4211;172.0274;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;168
168;0.2861;131.9012;36979.5849;0.0969;58.0327;14441150.0474;16.6355;0.0;0.0;0.0;0.0;61.9509;0.0;0.0;0.0;93.3025;0.0;325.4846;542.2432;807.9536;0.9691;16.9101;11561.0324;7.0357;0.2128;162.7028;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;169
169;0.3488;104.816;36277.8978;0.1362;36.2827;11696459.6902;16.1219;0.0;0.0;0.0;0.0;50.2089;0.0;0.0;0.0;95.0173;0.0;213.8388;535.7472;771.0007;0.488;15.958;10694.8515;7.4557;0.4136;186.7776;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;170
170;0.3488;141.2892;36849.1472;0.1489;69.6559;13204153.9092;16.7403;0.0;0.0;0.0;0.0;60.6837;0.0;0.0;0.0;95.0819;0.0;395.6329;512.225;749.5293;0.2379;15.7155;11729.1697;7.5629;0.4949;163.9509;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;171
171;0.3569;158.3591;38633.6466;0.1275;67.249;15343949.9733;16.5352;0.0;0.0;0.0;0.0;65.1719;0.0;0.0;0.0;93.0823;0.0;378.5677;566.3397;820.216;0.5257;16.4469;10239.6885;7.0839;0.3388;180.0415;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;172
172;0.3346;128.7784;38117.0214;0.0989;42.5034;13954338.2492;15.7696;0.0;0.0;0.0;0.0;61.7936;0.0;0.0;0.0;94.6952;0.0;255.2293;517.9775;783.9724;0.2558;15.0561;10742.6495;7.8241;0.2196;181.524;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;173
173;0.3322;137.1782;38615.4047;0.113;63.0052;13064632.241;15.7989;0.0;0.0;0.0;0.0;60.1585;0.0;0.0;0.0;93.3769;0.0;372.3823;581.2017;730.0604;0.2667;15.395;11441.2039;7.0639;0.3105;194.7423;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;174
174;0.3679;130.8012;36728.6592;0.1368;40.2289;14393082.3225;16.3925;0.0;0.0;0.0;0.0;58.4012;0.0;0.0;0.0;93.1266;0.0;228.5424;524.9336;855.6623;0.2116;15.8842;10004.4498;7.81;0.3909;168.2955;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;175
175;0.3424;147.8854;38926.8019;0.1109;58.9062;14958827.8918;16.7806;0.0;0.0;0.0;0.0;62.844;0.0;0.0;0.0;94.1959;0.0;330.6632;579.9539;821.5075;0.2894;15.7272;10689.5106;7.629;0.2658;191.3755;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;176
176;0.3321;143.5906;39833.8261;0.11;47.7639;17190146.6026;15.0544;0.0;0.0;0.0;0.0;74.6686;0.0;0.0;0.0;93.3235;0.0;296.0922;501.8887;831.4632;0.4081;16.5445;10842.7486;7.6959;0.2975;173.2164;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;177
177;0.3273;126.9431;39946.3298;0.1081;39.9911;15846898.8037;16.9096;0.0;0.0;0.0;0.0;73.9328;0.0;0.0;0.0;94.1607;0.0;222.6892;518.3135;763.7443;0.117;16.5786;10993.0094;7.9788;0.2611;176.462;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;178
178;0.3274;141.29;36824.6431;0.129;68.0859;13585794.4434;16.0151;0.0;0.0;0.0;0.0;53.7535;0.0;0.0;0.0;93.3436;0.0;396.8371;588.6193;848.7759;0.7904;15.5858;11907.5109;7.2513;0.4087;184.6325;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;179
179;0.3486;119.6402;34749.3731;0.1427;54.4423;11001300.5747;15.2902;0.0;0.0;0.0;0.0;40.4328;0.0;0.0;0.0;95.6395;0.0;340.534;567.618;866.8525;0.3142;16.0761;10496.1412;7.4341;0.4667;194.1338;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;180
180;0.3122;111.0541;34895.1791;0.1367;52.4663;11649515.3735;15.9799;0.0;0.0;0.0;0.0;45.8803;0.0;0.0;0.0;94.7349;0.0;311.0401;526.4918;839.0829;0.7894;16.7017;11905.2865;7.8199;0.4584;174.2617;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;181
181;0.3891;146.3618;40339.7621;0.1503;60.7706;14460893.5437;16.7777;0.0;0.0;0.0;0.0;70.0398;0.0;0.0;0.0;95.2597;0.0;345.0405;549.8469;718.8312;0.4482;15.005;11259.7758;7.0245;0.4824;191.8875;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;182
182;0.3782;150.4697;38945.3324;0.1483;46.1134;17675774.7666;15.9888;0.0;0.0;0.0;0.0;72.8256;0.0;0.0;0.0;93.3581;0.0;269.2544;572.374;865.2937;0.8316;15.4473;10964.9614;7.5494;0.4938;165.3997;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;183
183;0.3271;117.8563;36905.1191;0.1225;44.7564;13183428.3211;15.6708;0.0;0.0;0.0;0.0;62.3066;0.0;0.0;0.0;95.2834;0.0;272.1329;551.8944;720.6283;0.8007;15.5455;11601.3057;7.0081;0.37;160.5788;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;184
184;0.3479;138.243;34339.82;0.1395;68.8363;11435109.6368;16.829;0.0;0.0;0.0;0.0;42.9946;0.0;0.0;0.0;93.8673;0.0;383.9489;500.3668;882.3465;0.72;16.0249;10281.1942;7.6353;0.4029;173.0408;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;185
185;0.3573;119.1399;34604.8631;0.1427;49.2887;11261226.2609;16.0548;0.0;0.0;0.0;0.0;47.6526;0.0;0.0;0.0;95.5505;0.0;293.3428;554.5753;767.7311;0.6343;15.269;10558.4825;7.2254;0.444;161.6882;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;186
186;0.3138;101.0736;37195.9852;0.0981;34.6915;11447547.2461;15.4547;0.0;0.0;0.0;0.0;53.1623;0.0;0.0;0.0;93.0345;0.0;208.8366;543.0687;709.5548;0.5087;15.9243;10829.3257;7.1684;0.2161;193.6708;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;187
187;0.3068;128.2479;37757.6687;0.1088;52.7545;14395024.6912;16.5791;0.0;0.0;0.0;0.0;65.722;0.0;0.0;0.0;95.6839;0.0;304.4652;588.3827;751.2748;0.0638;16.8311;11328.9882;7.2734;0.2725;165.206;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;188
188;0.3472;139.239;38559.8029;0.1433;49.3958;16987214.4406;16.9364;0.0;0.0;0.0;0.0;70.1634;0.0;0.0;0.0;94.241;0.0;274.8583;593.2459;853.2552;0.4053;16.515;11448.7534;7.289;0.4498;166.1807;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;189
189;0.3466;135.4257;36450.1053;0.1377;64.1513;12436843.1027;15.1123;0.0;0.0;0.0;0.0;48.7892;0.0;0.0;0.0;93.9704;0.0;398.9017;513.7394;859.8353;0.6527;16.3088;10699.2769;7.8161;0.4546;195.7422;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;190
190;0.3496;167.7214;39257.7033;0.1328;68.0002;18059578.3927;16.6808;0.0;0.0;0.0;0.0;75.4928;0.0;0.0;0.0;94.49;0.0;385.1936;526.8073;864.4919;0.5755;16.2523;11143.081;7.864;0.399;163.6938;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;191
191;0.3469;137.4466;40015.807;0.1369;60.4698;14670466.032;16.8843;0.0;0.0;0.0;0.0;70.0752;0.0;0.0;0.0;95.9185;0.0;343.5245;598.5536;721.0018;0.5281;16.9825;11222.3185;7.5207;0.4139;187.1676;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;192
192;0.3157;140.1297;38413.6185;0.1017;47.8957;16554102.0515;15.8478;0.0;0.0;0.0;0.0;67.1469;0.0;0.0;0.0;95.5859;0.0;288.8824;530.5849;876.7395;0.2022;16.8453;10654.5627;7.3776;0.2263;171.4691;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;193
193;0.3373;133.891;40230.2226;0.1103;37.9285;17003994.4181;15.9521;0.0;0.0;0.0;0.0;69.8474;0.0;0.0;0.0;95.375;0.0;226.7684;580.7573;860.3156;0.8977;15.8664;11167.8877;7.4218;0.2891;190.8478;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;194
194;0.37;130.2809;35832.8244;0.1479;62.5655;10923976.6411;16.622;0.0;0.0;0.0;0.0;44.9382;0.0;0.0;0.0;95.5158;0.0;359.5234;528.1833;790.7128;0.05;15.0126;10745.7766;7.8749;0.4699;198.7802;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;195
195;0.3604;146.8389;39691.2727;0.1306;42.9952;17933591.3373;16.6572;0.0;0.0;0.0;0.0;72.1354;0.0;0.0;0.0;94.7766;0.0;244.6352;565.4746;888.7584;0.4861;16.1087;10720.7802;7.7695;0.3747;177.3231;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;196
196;0.3208;136.4383;37447.7965;0.1186;65.7098;13095855.1642;16.0201;0.0;0.0;0.0;0.0;60.1463;0.0;0.0;0.0;95.6042;0.0;392.1405;528.1169;744.9102;0.1256;16.0084;11566.22;7.2543;0.3431;175.369;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;197
197;0.3211;149.0481;39825.1505;0.1005;53.9628;17164298.4729;16.4471;0.0;0.0;0.0;0.0;75.3188;0.0;0.0;0.0;95.955;0.0;314.8276;521.5579;819.7757;0.9201;15.2051;11871.9857;7.8541;0.2498;171.6059;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;198
198;0.3699;179.7518;41384.4623;0.1138;65.6422;18439980.3836;16.3655;0.0;0.0;0.0;0.0;77.9854;0.0;0.0;0.0;94.3325;0.0;378.3687;588.1313;847.3527;0.2994;15.1286;10681.6761;7.5718;0.2874;185.733;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;199
199;0.3843;136.8972;37500.1433;0.151;41.9573;15263197.673;16.0618;0.0;0.0;0.0;0.0;62.1706;0.0;0.0;0.0;95.2848;0.0;248.9069;516.1059;864.0833;0.8448;15.4133;10430.3998;7.017;0.4817;170.5009;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;200
200;0.5864;101.035;80067.8169;0.107;82.609;3077393.0158;1.0538;0.0;0.0;0.0;0.0;0.0;0.0;47.2685;101.8899;94.2824;0.0;221.9502;528.5677;757.0541;0.0;15.0345;11108.7103;7.9398;4.1502;161.3495;83.4896;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;201
201;0.6729;131.5398;80951.8179;0.1461;109.2155;3430457.1974;1.1457;0.0;0.0;0.0;0.0;0.0;0.0;47.1844;107.7185;95.5589;0.0;273.5522;563.7795;705.4777;0.0;15.2347;10086.4888;7.9115;6.3803;190.4533;86.6737;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;202
202;0.5977;193.1328;80287.4603;0.1124;170.7902;3696704.558;1.2942;0.0;0.0;0.0;0.0;0.0;0.0;32.4288;90.0618;94.2191;0.0;373.3844;557.8691;894.0657;0.0;16.0041;10338.2911;7.7287;3.4296;187.4621;97.5807;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;203
203;0.5069;109.7233;79944.2192;0.1008;93.221;3248919.7154;1.1094;0.0;0.0;0.0;0.0;0.0;0.0;48.1321;103.0002;94.3065;0.0;237.9704;553.9072;779.4988;0.0;16.9282;11630.1022;7.2774;3.5617;178.6578;81.012;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;204
204;0.6049;164.9955;80946.8956;0.1155;141.3485;3911394.1732;1.0487;0.0;0.0;0.0;0.0;0.0;0.0;46.467;105.4589;93.2127;0.0;377.286;563.9102;861.0462;0.0;16.2118;10202.887;7.7738;4.4167;164.9351;88.9857;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;205
205;0.5513;117.6166;82315.0747;0.1263;100.9585;3226635.2042;1.3461;0.0;0.0;0.0;0.0;0.0;0.0;39.7213;96.0047;95.8902;0.0;215.9711;577.5585;876.063;0.0;16.5596;11696.9852;7.4906;4.6612;171.7584;112.3505;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;206
206;0.5955;146.9061;81155.1892;0.1456;127.7864;3448682.8027;1.1038;0.0;0.0;0.0;0.0;0.0;0.0;43.9118;84.845;94.7658;0.0;329.4593;542.8153;756.5198;0.0;16.3372;11040.6953;7.4465;6.9496;167.8382;113.1992;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;207
207;0.6526;220.0826;80781.708;0.1703;197.9077;3714135.2756;1.463;0.0;0.0;0.0;0.0;0.0;0.0;38.7558;99.9561;93.8661;0.0;381.3141;529.2279;817.6616;0.0;16.6647;10050.7633;7.9351;6.4625;160.7902;92.8052;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;208
208;0.6642;119.0699;81350.4829;0.1599;99.7097;3123096.3747;1.2896;0.0;0.0;0.0;0.0;0.0;0.0;34.9249;95.3867;95.3033;0.0;221.2821;558.8171;714.498;0.0;15.8211;10196.2499;7.3144;6.5794;178.3295;103.2152;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;209
