;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;fe_phev_cd;fe_phev_cs;c_phev_el;c_phev_synth;E_batt;E_battEmptyPHEV;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;Em_elBatt;cd_phev;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number
608;0.4301;368.8513;24302.0;0.2795;354.6821;2285709.3223;5.9653;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0711;250.5929;221.2821;558.8171;714.498;0.0;15.8211;10196.2499;7.3144;2.8212;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;609
609;0.3308;452.9021;24302.0;0.1885;439.6312;2266919.5448;5.319;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0088;168.8762;293.2077;554.2135;858.7335;0.0;15.2995;11164.9525;7.2789;1.7875;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;610
610;0.3395;707.3276;24302.0;0.1983;693.7763;2332995.5958;6.8637;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.2226;249.8891;358.8199;570.4025;729.8472;0.0;16.2594;10588.3926;7.4411;1.4598;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;611
611;0.3699;507.2016;24302.0;0.2144;491.9552;2382904.2588;5.5526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.9912;251.7987;319.0284;582.6304;792.0168;0.0;15.1744;10299.782;7.235;2.0113;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;612
612;0.3424;394.2955;24302.0;0.2145;382.8337;2177200.7651;5.3359;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.5414;253.3259;271.7311;532.2319;759.4336;0.0;16.2824;11666.1307;7.4828;2.2783;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;613
613;0.4019;460.6374;24302.0;0.267;447.2365;2414194.1608;5.8454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.2262;224.3153;276.7509;590.2966;764.2108;0.0;15.3025;11772.7406;7.9996;2.9141;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;614
614;0.3228;522.0211;24302.0;0.1886;510.2614;2129956.1233;5.3347;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.5796;46.7571;357.5854;520.6567;739.342;0.0;15.1066;11989.6796;7.3843;1.8793;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;615
615;0.4237;621.8628;24302.0;0.2762;608.4629;2207923.7412;6.4043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.54;5.8486;364.5753;539.7592;871.5748;0.0;15.9199;10350.0315;7.0795;2.5862;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;616
616;0.3343;525.2802;24302.0;0.196;513.6024;2051357.9075;6.9819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.8732;97.5758;287.0485;501.3997;894.7985;0.0;16.3756;10727.1958;7.2815;1.4148;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;617
617;0.369;476.9753;24302.0;0.2379;464.7983;2256459.7822;5.0263;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.9796;105.9269;338.7014;551.6508;749.9893;0.0;15.9954;11584.8623;7.77;2.8388;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;618
618;0.344;425.9252;24302.0;0.1868;412.601;2059279.3604;5.8551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.6684;397.7644;261.7705;503.3405;754.2596;0.0;15.3284;10082.709;7.2116;1.4639;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;619
619;0.4253;653.2212;24302.0;0.2876;640.7171;2207287.4291;6.5488;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.9566;124.7823;374.3393;539.6033;886.503;0.0;15.5198;11374.1985;7.7595;2.8302;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;620
620;0.3551;364.9785;24302.0;0.2142;350.7983;2445297.1282;5.3618;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.6684;315.0447;234.4354;597.917;825.688;0.0;15.2584;11301.6367;7.3416;2.2143;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;621
621;0.4342;483.2233;24302.0;0.2923;470.4837;2181370.8745;6.6767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.8007;176.6844;253.4822;533.2536;753.2807;0.0;16.6425;10288.5749;7.4226;2.7084;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;622
622;0.4002;682.4427;24302.0;0.2477;668.1733;2273489.1916;6.9833;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.7005;208.4767;344.5372;555.8231;890.873;0.0;15.3694;10366.4607;7.9847;2.0626;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;623
623;0.3485;393.8588;24302.0;0.1944;380.764;2065700.4391;6.212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.7946;434.8582;224.8133;504.9137;838.4396;0.0;15.5585;10139.0841;7.0258;1.4878;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;624
624;0.3388;472.6529;24302.0;0.1915;458.8644;2274481.4139;5.8518;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.7492;421.9039;279.8259;556.0662;712.2287;0.0;15.7789;10454.1826;7.3298;1.5892;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;625
625;0.3517;302.8451;24302.0;0.22;290.3844;2299279.2184;5.2666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0336;63.1673;211.6009;562.1418;724.1483;0.0;16.1209;11446.2508;7.555;2.3786;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;626
626;0.3812;759.2397;24302.0;0.2395;747.1265;2077693.6362;6.9854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.2822;356.1107;385.7874;507.8521;870.7338;0.0;16.0442;10690.6228;7.1123;1.9482;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;627
627;0.3679;455.5619;24302.0;0.2257;442.7223;2194059.9742;5.0434;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.3382;335.6864;315.4186;536.3625;824.6771;0.0;15.0469;11356.6461;7.4714;2.5683;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;628
628;0.4139;507.924;24302.0;0.287;496.7368;2142060.3383;6.2544;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.9028;273.9032;283.6132;523.6223;823.8023;0.0;16.3548;11707.5174;7.0754;2.9403;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;629
629;0.3905;361.7816;24302.0;0.2449;348.8767;2154008.6385;6.1183;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.7291;185.7272;212.7122;526.5497;730.8212;0.0;16.1064;10363.2601;7.8309;2.3041;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;630
630;0.3176;401.7651;24302.0;0.1872;389.0017;2378120.6939;5.4057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.5232;163.7109;257.7943;581.4584;837.16;0.0;16.1796;11516.0256;7.3126;1.7776;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;631
631;0.3315;748.9858;24302.0;0.1999;736.5156;2303489.3269;6.5475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.4539;461.606;394.792;563.1733;841.486;0.0;16.632;11106.2947;7.9243;1.6259;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;632
632;0.3231;474.7059;24302.0;0.1948;463.3934;2142194.2129;5.1855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0087;472.2286;321.1156;523.6551;811.6378;0.0;16.6703;11359.3836;7.1428;1.9553;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;633
633;0.3968;666.4516;24302.0;0.251;653.7398;2118235.1649;6.819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0643;170.4428;341.4675;517.785;730.4505;0.0;16.4241;10145.7597;7.5248;2.1083;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;634
634;0.4275;577.0219;24302.0;0.2942;565.2141;2152783.3602;6.3133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.2163;437.7544;309.8894;526.2495;833.3411;0.0;16.7682;10872.8527;7.1337;2.935;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;635
635;0.3529;419.5429;24302.0;0.2011;406.2205;2132913.199;6.5733;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.7241;280.0531;222.3824;521.3812;742.9268;0.0;15.1096;10595.8861;7.4249;1.5637;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;636
636;0.3006;376.8388;24302.0;0.1658;363.935;2326418.1941;5.5881;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.7414;323.043;244.0712;568.791;814.0555;0.0;15.8412;11381.0188;7.5125;1.3779;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;637
637;0.3496;539.4672;24302.0;0.1935;525.6954;2144697.4213;6.7548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.81;90.9309;303.7525;524.2684;740.2138;0.0;15.2835;10189.551;7.9295;1.3966;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;638
638;0.3866;424.4966;24302.0;0.2612;413.3652;2157606.516;6.1663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0541;135.8755;238.1039;527.4312;805.8227;0.0;16.1653;11990.5774;7.9327;2.6935;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;639
639;0.3348;591.1377;24302.0;0.1843;578.1293;2100692.706;6.1314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.5295;458.1312;344.369;513.487;874.6109;0.0;15.4089;10480.1615;7.1609;1.4089;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;640
640;0.4214;568.3395;24302.0;0.2699;555.0701;2127830.4573;6.9061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.2548;279.1669;295.9815;520.1359;834.2239;0.0;16.0221;10008.4488;7.8224;2.3242;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;641
641;0.3267;441.8085;24302.0;0.1996;430.8879;2088224.8257;6.4598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.1125;83.4194;244.8076;510.4323;827.6025;0.0;16.2721;11751.3604;7.003;1.6651;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;642
642;0.3771;511.6577;24302.0;0.2388;497.7453;2443922.4655;5.2427;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0599;497.8315;333.9456;597.5802;720.2115;0.0;15.5818;11273.7643;7.0718;2.656;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;643
643;0.3743;561.3557;24302.0;0.2455;548.4376;2437023.8466;6.7692;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.791;363.2719;298.8133;595.89;733.119;0.0;16.3344;11549.3983;7.4701;2.1871;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;644
644;0.4187;585.59;24302.0;0.287;574.41;2062484.5937;6.3708;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.7364;470.9817;329.5573;504.1258;769.9171;0.0;16.3155;11307.0211;7.0866;2.8515;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;645
645;0.3816;521.5522;24302.0;0.2457;509.4633;2161716.2187;6.8135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.7855;441.7879;259.4968;528.4381;841.1855;0.0;16.0776;11122.1718;7.0823;2.1171;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;646
646;0.3186;482.6741;24302.0;0.1842;469.379;2404290.7121;6.4713;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.7002;489.4176;260.6416;587.8702;772.8317;0.0;15.8393;11417.2136;7.0211;1.4239;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;647
647;0.3698;542.3896;24302.0;0.2379;530.2218;2242542.139;5.085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0469;456.3859;370.0099;548.2409;709.9883;0.0;15.4173;11954.1805;7.5769;2.8335;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;648
648;0.4112;523.6384;24302.0;0.2765;511.9377;2110904.7191;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.4362;368.5011;281.117;515.989;796.204;0.0;15.6486;11528.7273;7.3314;2.6881;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;649
649;0.4043;562.0164;24302.0;0.2523;548.3286;2188740.9113;6.4494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.301;232.0361;308.7053;535.0593;715.5937;0.0;15.4964;10318.864;7.1143;2.2419;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;650
650;0.3572;317.933;24302.0;0.2267;306.2148;2182586.3572;5.4016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.3074;138.2493;201.7157;533.5514;854.0291;0.0;16.6172;11208.6974;7.4366;2.3963;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;651
651;0.3554;362.7493;24302.0;0.2149;349.6253;2269452.1404;5.5176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.7713;174.6882;232.5108;554.834;856.9477;0.0;15.9886;10815.4242;7.9831;2.1361;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;652
652;0.3686;503.7595;24302.0;0.2307;490.6143;2316856.3704;5.4978;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.203;308.085;313.4571;566.4483;798.3327;0.0;15.3538;11479.2708;7.8051;2.4706;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;653
653;0.3777;626.8054;24302.0;0.2409;614.3826;2206807.0318;5.8768;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.9515;362.6697;373.6671;539.4856;762.6058;0.0;16.7243;10621.7888;7.6473;2.361;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;654
654;0.2977;501.0625;24302.0;0.1721;490.3268;2077073.6503;5.6561;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.9426;366.3749;321.6734;507.7002;736.8589;0.0;16.4271;11777.6718;7.7113;1.5085;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;655
655;0.3976;406.3354;24302.0;0.2635;394.0038;2234254.572;6.7609;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.3458;189.2586;210.6914;546.2104;858.4265;0.0;16.8359;10761.6627;7.7175;2.3639;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;656
656;0.3898;354.5769;24302.0;0.2622;342.3512;2328051.2183;5.8016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.9504;151.9588;222.7765;569.1911;705.6674;0.0;16.1457;11793.9863;7.2337;2.8155;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;657
657;0.3436;347.1912;24302.0;0.2016;334.1735;2227270.2408;5.2941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.8461;452.1348;221.5004;544.4992;747.95;0.0;16.2739;10513.4898;7.0314;1.9167;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;658
658;0.332;677.2222;24302.0;0.2035;666.1477;2094518.9686;6.8365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.3955;486.4607;346.3233;511.9744;792.9898;0.0;16.6487;11360.123;7.9742;1.628;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;659
659;0.3284;541.0109;24302.0;0.1807;527.1955;2273867.9585;5.2389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2313;302.5497;380.5881;555.9159;893.0217;0.0;16.081;10235.0468;7.964;1.5928;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;660
660;0.3133;530.5462;24302.0;0.177;518.9072;2075265.1199;6.0013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0469;70.1564;325.6594;507.2571;710.3676;0.0;15.3398;11623.5999;7.1752;1.4575;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;661
661;0.3577;570.9955;24302.0;0.2313;560.0186;2109733.3171;6.2153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.1554;17.8363;326.7947;515.702;819.5401;0.0;16.2129;11854.5612;7.4287;2.2087;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;662
662;0.349;626.675;24302.0;0.2106;614.7995;2085282.8517;5.8191;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.856;297.6567;379.3326;509.7115;894.4911;0.0;15.6459;11223.0738;7.4523;1.9823;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;663
663;0.371;321.9425;24302.0;0.232;308.6354;2325747.5971;5.6867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.7165;171.9901;202.5862;568.6267;842.5734;0.0;16.3956;10659.8854;7.0949;2.2741;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;664
664;0.3798;608.0632;24302.0;0.2499;596.5019;2163519.8512;6.3444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.6279;256.8574;351.8358;528.88;856.4346;0.0;16.8567;11101.5708;7.7171;2.3662;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;665
665;0.4276;598.4028;24302.0;0.2996;586.8466;2194793.427;6.9584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0056;208.8006;304.9261;536.5422;768.6659;0.0;16.5019;11509.1498;7.0002;2.7799;0.0;0.0;58.76;1716.0;1120.0;2.4;2.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;790.0;1375.0;24302.0;0.0;0.0;0.0;0.0;1.0;1.0;11.6;0.0;666
